DATA;hora;natureza_acidente;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;endereco_cruzamento;numero_cruzamento;referencia_cruzamento;bairro_cruzamento;num_semaforo;sentido_via;tipo;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
2018-08-27;09:16:00;SEM VÍTIMA;FINALIZADA;ESPINHEIRO;RUA DA HORA;;;EM FRENTE AO HOSPITAL DO SERVIDOR;RUA DA HORA;;EM FRENTE AO HOSPITAL DO SERVIDOR;ESPINHEIRO;;;COLISÃO;CAMINHAO E AUTO;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-08-27;09:21:00;SEM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;3069;;NA ENTRADA NA JEAN EMILE FAVRE E/F A ORTHONOBRE;AV RECIFE;3069;NA ENTRADA NA JEAN EMILE FAVRE E/F A ORTHONOBRE;IPSEP;;;COLISÃO;COLISAO ENTRE ONIBUS E DOIS AUTOS S/V;2;;;;;1;;;;0;;;;;;;;;;;;;;
2018-08-27;09:39:00;SEM VÍTIMA;FINALIZADA;BONGI;RUA QUINZE DE MARCO;;;EM FRENTE CHESF / SENT ABDIAS;RUA QUINZE DE MARCO;;EM FRENTE CHESF / SENT ABDIAS;BONGI;;;COLISÃO;CAMINHAO E TAXI;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-08-27;09:49:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;;;AO LADO DO COLEGIO AMARY DE MEDEIROS E/F AO CARTORIO DE AFOGADOS;RUA SAO MIGUEL;;AO LADO DO COLEGIO AMARY DE MEDEIROS E/F AO CARTORIO DE AFOGADOS;AFOGADOS;;;COLISÃO;COLISAO ENTRE CAMINHAO E AUTO S/V;2;;;;;;1;;;0;;;;;;;;;;;;;;
2018-08-27;09:55:00;;CANCELADA;SAN MARTIN;RUA QUINZE DE MARCO;;;SENTIDO ABDIAS DE CARVALHO EM FRENTE A CHESF;RUA QUINZE DE MARCO;;SENTIDO ABDIAS DE CARVALHO EM FRENTE A CHESF;SAN MARTIN;;;COLISÃO;COLISÃO SEM VITIMAS;1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-08-27;11:03:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;;;AO LADO DO COLEGIO AMARY DE MEDEIROS E/F AO CARTORIO DE AFOGADOS;RUA SAO MIGUEL;;AO LADO DO COLEGIO AMARY DE MEDEIROS E/F AO CARTORIO DE AFOGADOS;AFOGADOS;;;CHOQUE;COLISAO ENTRE CAMINHAO E AUTO S/V;2;;;;;;1;;;0;;;;;;;;;;;;;;
2018-08-27;12:06:00;SEM VÍTIMA;FINALIZADA;JIQUIÁ;RUA JOAO TEIXEIRA;375;;E/F A PADARIA E DELICATESSEN RIBEIRO;RUA JOAO TEIXEIRA;375;E/F A PADARIA E DELICATESSEN RIBEIRO;JIQUIÁ;;;COLISÃO;COLISAO ENTRE AUTO E CARRO DO LIXO;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-08-27;12:25:00;SEM VÍTIMA;FINALIZADA;CAMPO GRANDE;AV CORREIA DE BRITO;595;RUA FRANKLIN TAVORA;ESQUINA DA RUA FRAKILIN TAVORA;AV CORREIA DE BRITO;595;ESQUINA DA RUA FRAKILIN TAVORA;CAMPO GRANDE;;;COLISÃO;COLISO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-27;12:45:00;SEM VÍTIMA;FINALIZADA;CIDADE UNIVERSITÁRIA;RUA EMILIANO BRAGA;;AV CAXANGA;RESTAURANTE BOI E BRASA, NO CRUZAMENTO DA CAXANGA;RUA EMILIANO BRAGA;;RESTAURANTE BOI E BRASA, NO CRUZAMENTO DA CAXANGA;CIDADE UNIVERSITÁRIA;;;COLISÃO;COLISÃO SEM VITIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-27;14:19:00;COM VÍTIMA;FINALIZADA;IBURA;AV RIO SAO FRANCISCO;256;;PROX. A PANIFICADORA IBURA;AV RIO SAO FRANCISCO;256;PROX. A PANIFICADORA IBURA;IBURA;;;COLISÃO;AUTO E MOTO BATEDORES NO LOCAL;1;1;;;;;;;;2;;;;;;;;;;;;;;
2018-08-27;14:24:00;SEM VÍTIMA;FINALIZADA;BEBERIBE;RUA DR EDUARDO WANDERLEY;;;AO LADO DA FERREIRA PINTO;RUA DR EDUARDO WANDERLEY;;AO LADO DA FERREIRA PINTO;BEBERIBE;;;COLISÃO;COLISÃO SEM VITIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-27;14:35:00;SEM VÍTIMA;FINALIZADA;CASA FORTE;RUA LEONARDO BEZERRA CAVALCANTE;;;E/F AO SHOPPNG PLAZA;RUA LEONARDO BEZERRA CAVALCANTE;;E/F AO SHOPPNG PLAZA;CASA FORTE;;;ENGAVETAMENTO;ENTRE TRES AUTOS S/V;3;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-27;15:08:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;6576;;ANTES DO DONA LINDU;AV BOA VIAGEM;6576;ANTES DO DONA LINDU;BOA VIAGEM;;;COLISÃO;COLISO ENTRE ONIBUS E AUTO S/V;1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-08-27;15:18:00;SEM VÍTIMA;FINALIZADA;IPUTINGA;AV CAXANGA;;;E/F AO BANCO SANTANDER S/T SUB VT 24 NO LOCAL;AV CAXANGA;;E/F AO BANCO SANTANDER S/T SUB VT 24 NO LOCAL;IPUTINGA;;;COLISÃO;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-27;16:46:00;SEM VÍTIMA;FINALIZADA;MADALENA;RUA CARLOS GOMES;50;;EM FRENTE AO POSTO DA CELPE;RUA CARLOS GOMES;50;EM FRENTE AO POSTO DA CELPE;MADALENA;;;COLISÃO;SEM VITIMAS;3;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-27;17:10:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;;;NO SEMAFORO 105;AV BOA VIAGEM;;NO SEMAFORO 105;BOA VIAGEM;;;COLISÃO;COLISAO E AUTO E CAMINHAO S/V;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-08-27;18:08:00;SEM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;;PROX. A RESTAURAÇÃO, SENTIDO BOA VIAGEM;AV GOVERNADOR AGAMENON MAGALHAES;;PROX. A RESTAURAÇÃO, SENTIDO BOA VIAGEM;DERBY;;;COLISÃO;COLISÃO SEM VITIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-27;18:10:00;SEM VÍTIMA;CANCELADA;BOA VISTA;RUA DA AURORA;;;EM FRENTE AO GINÁSIO PERNAMBUCANO;RUA DA AURORA;;EM FRENTE AO GINÁSIO PERNAMBUCANO;BOA VISTA;;;COLISÃO;DUAS MOTOS;;2;;;;;;;;0;;;;;;;;;;;;;;
2018-08-27;18:18:00;SEM VÍTIMA;FINALIZADA;CORDEIRO;AV MARIO ALVARES PEREIRA DE LYRA;;RUA MAURICEA;SEMÁFORO 652 - CRUZ COM A R MAURICÉA / E/F AO CANAL DO CAVOUCO;AV MARIO ALVARES PEREIRA DE LYRA;;SEMÁFORO 652 - CRUZ COM A R MAURICÉA / E/F AO CANAL DO CAVOUCO;CORDEIRO;;;COLISÃO;ENTRE AUTO E CAMINHÃO. S/V;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-08-27;19:10:00;SEM VÍTIMA;FINALIZADA;SAN MARTIN;RUA DELMIRO GOUVEIA;;;E/F A CHESF GERAL;RUA DELMIRO GOUVEIA;;E/F A CHESF GERAL;SAN MARTIN;;;COLISÃO;ENTRE 2 AUTOS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-27;19:16:00;SEM VÍTIMA;FINALIZADA;BARRO;AV DR JOSE RUFINO;;;NA FRENTE DO COLEGIO IMACULADA CONCEIÇÃO, SENTIDO CIDADE;AV DR JOSE RUFINO;;NA FRENTE DO COLEGIO IMACULADA CONCEIÇÃO, SENTIDO CIDADE;BARRO;;;COLISÃO;COLISÃO SEM VITIMA;1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-08-27;19:24:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA SETUBAL;638;;E/F AO EDF AMALHA RODRIGUEZ;RUA SETUBAL;638;E/F AO EDF AMALHA RODRIGUEZ;BOA VIAGEM;;;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-27;19:29:00;SEM VÍTIMA;FINALIZADA;MANGUEIRA;RUA MANDARI;222;RUA JOAO LEITE;TRANSVERSAL COM A JOÃO LEITE;RUA MANDARI;222;TRANSVERSAL COM A JOÃO LEITE;MANGUEIRA;;;COLISÃO;COLISÃO SEM VITIMA;;1;;;;;1;;;0;;;;;;;;;;;;;;
2018-08-27;19:49:00;SEM VÍTIMA;CANCELADA;GRAÇAS;AV CONS ROSA E SILVA;;;E/F AO CLUBE PORTUGUÊS;AV CONS ROSA E SILVA;;E/F AO CLUBE PORTUGUÊS;GRAÇAS;;;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-27;22:46:00;SEM VÍTIMA;FINALIZADA;MADALENA;RUA BENFICA;;;AO LADO DO CLUB INTERNACIONAL;RUA BENFICA;;AO LADO DO CLUB INTERNACIONAL;MADALENA;;;COLISÃO;;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-08-28;04:08:00;SEM VÍTIMA;FINALIZADA;SÃO JOSÉ;C SANTA RITA;S/N;;EM PRENTE A TORRE GÉMEAS;C SANTA RITA;S/N;EM PRENTE A TORRE GÉMEAS;SÃO JOSÉ;;;CHOQUE;CHOQUE ENTRE AUTO E POSTE;1;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-28;04:08:00;SEM VÍTIMA;FINALIZADA;MACAXEIRA;AV NORTE;;;EM FRENTE A ANTIGA FABRICA DA MACAXEIRA, SENTIDO MACAXEIRA;AV NORTE;;EM FRENTE A ANTIGA FABRICA DA MACAXEIRA, SENTIDO MACAXEIRA;MACAXEIRA;;;CHOQUE;VEÍCULO CHOCOU-SE COM UM POSTE SV , VEÍCULO ENCONTRA-SE ATRAVESSADO NA VIA;;;;;;1;;;;0;;;;;;;;;;;;;;
2018-08-28;05:20:00;COM VÍTIMA;FINALIZADA;JAQUEIRA;AV RUI BARBOSA;;;EM FRENTE AO PARQUE DA JAQUEIRA;AV RUI BARBOSA;;EM FRENTE AO PARQUE DA JAQUEIRA;JAQUEIRA;;;CHOQUE;VEÍCULO CHOCOU-SE COM UMA ARVORE C/V;1;;;;;;;;;1;;;;;;;;;;;;;;
2018-08-28;08:07:00;SEM VÍTIMA;FINALIZADA;ESTÂNCIA;RUA MORAIS E SILVA;43;;PROX A ESTAÇAO DO METRO;RUA MORAIS E SILVA;43;PROX A ESTAÇAO DO METRO;ESTÂNCIA;;;COLISÃO;MOTO E AUTO;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-08-28;08:39:00;SEM VÍTIMA;FINALIZADA;IPUTINGA;RUA EMILIANO BRAGA;186;;PROX. AO PARAIBANOS BAR;RUA EMILIANO BRAGA;186;PROX. AO PARAIBANOS BAR;IPUTINGA;;;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-28;08:42:00;SEM VÍTIMA;FINALIZADA;SAN MARTIN;AV GENERAL SAN MARTIN;134;;EM FRENTE A ESCOLA ADVENTISTA;AV GENERAL SAN MARTIN;134;EM FRENTE A ESCOLA ADVENTISTA;SAN MARTIN;;;COLISÃO;CAMINHAO E AUTO;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-08-28;08:42:00;COM VÍTIMA;FINALIZADA;ESPINHEIRO;AV GOVERNADOR AGAMENON MAGALHAES;;;EM FRENTE AO CREA SENTIDO BOA VIAGEM;AV GOVERNADOR AGAMENON MAGALHAES;;EM FRENTE AO CREA SENTIDO BOA VIAGEM;ESPINHEIRO;;;COLISÃO;COLISÃO COM VITIMA A ESPERA DO SAMU;1;1;;;;;;;;1;;;;;;;;;;;;;;
2018-08-28;09:32:00;SEM VÍTIMA;CANCELADA;GRAÇAS;RUA SERGIO MAGALHAES;;;MUSEU DO ESTADO;RUA SERGIO MAGALHAES;;MUSEU DO ESTADO;GRAÇAS;;;COLISÃO;COLISÃO SEM VÍTIMA, ENVOLVENDO UMA AMBULÂNCIA DO SAMU (GAMELEIRA) E UM AUTO.;1;;;;;;;1;;0;;;;;;;;;;;;;;
2018-08-28;09:33:00;SEM VÍTIMA;FINALIZADA;PINA;AV ANTONIO DE GOES;;AV CONS AGUIAR;COM A CONSELHEIRO AGUIAR;AV ANTONIO DE GOES;;COM A CONSELHEIRO AGUIAR;PINA;;;COLISÃO;COLISÃO SEM VITIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-28;09:35:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA COSME VIANA;;;EM FRENTE A TUPAN;RUA COSME VIANA;;EM FRENTE A TUPAN;AFOGADOS;;;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-28;10:16:00;SEM VÍTIMA;FINALIZADA;DERBY;RUA JENER DE SOUZA;;;AO LADO DO CAMPO DA PMPE;RUA JENER DE SOUZA;;AO LADO DO CAMPO DA PMPE;DERBY;;;COLISÃO;ONIBUS E AUTO PASSEIO;1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-08-28;10:35:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ANTONIO DE GOES;;RUA JOSE MARIANO FILHO;COM RUA JOSÉ MARIANO FILHO. NO SEMAFORO 538;AV ANTONIO DE GOES;;COM RUA JOSÉ MARIANO FILHO. NO SEMAFORO 538;BOA VIAGEM;;;COLISÃO;COLISAO ENTRE ONIBUS E MOTO COM UMA VITIMA BATEDOR NO LOCAL;;1;;;;1;;;;1;;;;;;;;;;;;;;
2018-08-28;11:18:00;SEM VÍTIMA;FINALIZADA;DERBY;RUA JOAQUIM NABUCO;;;AO LADO DO HOSPITAL SANTA JOANA;RUA JOAQUIM NABUCO;;AO LADO DO HOSPITAL SANTA JOANA;DERBY;;;COLISÃO;COLISAO ENTRE ONIBUS E AUTO S/V;1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-08-28;11:25:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA ERNESTO DE PAULA SANTOS;1638;;EM FRENTE AO POSTO DE GASOLINA BR;RUA ERNESTO DE PAULA SANTOS;1638;EM FRENTE AO POSTO DE GASOLINA BR;BOA VIAGEM;;;COLISÃO;COLISÃO COM VITIMA A ESPERA DO SAMU;1;1;;;;;1;;;1;;;;;;;;;;;;;;
2018-08-28;11:48:00;SEM VÍTIMA;FINALIZADA;SÃO JOSÉ;AV SUL;1149;;EM FRENTE AO GALPÃO COPERATIVA ESPERANÇA;AV SUL;1149;EM FRENTE AO GALPÃO COPERATIVA ESPERANÇA;SÃO JOSÉ;;;COLISÃO;COLISÃO SEM VITIMAS;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-08-28;12:18:00;SEM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;RUA NOVA;;;SEMAFORO 013;RUA NOVA;;SEMAFORO 013;SANTO ANTÔNIO;;;COLISÃO;SEM VITIMAS,CTTU NO LOCAL ;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-28;13:41:00;SEM VÍTIMA;FINALIZADA;PARNAMIRIM;AV PARNAMIRIM;;;PROX. AO SEMAFORO 010;AV PARNAMIRIM;;PROX. AO SEMAFORO 010;PARNAMIRIM;;;COLISÃO;COLISÃO SEM VITIMAS;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-08-28;13:50:00;SEM VÍTIMA;CANCELADA;JARDIM SÃO PAULO;AV LIBERDADE;;;EM FRENTE A PIZZARIA MANÁ;AV LIBERDADE;;EM FRENTE A PIZZARIA MANÁ;JARDIM SÃO PAULO;;;COLISÃO;SEM VITIMAS.;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-08-28;14:18:00;SEM VÍTIMA;CANCELADA;ESPINHEIRO;AV JOAO DE BARROS;1690;;EM FRENTE A CONCESSIONARIA AMERICA VEÍCULOS;AV JOAO DE BARROS;1690;EM FRENTE A CONCESSIONARIA AMERICA VEÍCULOS;ESPINHEIRO;;;COLISÃO;SEM VITIMAS;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-08-28;14:44:00;SEM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;AV GUARARAPES;;;PRAÇA DO DIARIO;AV GUARARAPES;;PRAÇA DO DIARIO;SANTO ANTÔNIO;;;COLISÃO;COLISÃO SEM VITIMA;;1;;;;1;;;;0;;;;;;;;;;;;;;
2018-08-28;14:46:00;COM VÍTIMA;FINALIZADA;CASA FORTE;AV FLOR DE SANTANA;;;AO LADO DO BURGER KING;AV FLOR DE SANTANA;;AO LADO DO BURGER KING;CASA FORTE;;;COLISÃO;COLISAO ENTRE AUTO E MOTO COM VITIMA;1;1;;;;;;;;1;;;;;;;;;;;;;;
2018-08-28;14:55:00;SEM VÍTIMA;CANCELADA;TEJIPIÓ;AV LIBERDADE;1477;;EM FRENTE A IGREJA BATISTA GETSEMANI;AV LIBERDADE;1477;EM FRENTE A IGREJA BATISTA GETSEMANI;TEJIPIÓ;;;COLISÃO;SEM VITIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-28;16:24:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA NICOLAU PEREIRA;;;EM FRENTE A FABRICA DA ASA /NO SEMÁFORO 073;RUA NICOLAU PEREIRA;;EM FRENTE A FABRICA DA ASA /NO SEMÁFORO 073;AFOGADOS;;;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-08-28;16:28:00;SEM VÍTIMA;FINALIZADA;SÃO JOSÉ;RUA SAO JOAO;;;LADO OPOSTO AO FORTE CINCO PONTAS;RUA SAO JOAO;;LADO OPOSTO AO FORTE CINCO PONTAS;SÃO JOSÉ;;;COLISÃO COM CICLISTA;CICLISTA E MOTO;;1;;1;;;;;;0;;;;;;;;;;;;;;
2018-08-28;17:03:00;SEM VÍTIMA;FINALIZADA;GUABIRABA;AV DA RECUPERACAO;600;;EM FRENTE AO MOTEL SENZALA;AV DA RECUPERACAO;600;EM FRENTE AO MOTEL SENZALA;GUABIRABA;;;COLISÃO;SEM VITIMAS;1;;;;;;;;1;0;;;;;;;;;;;;;;
2018-08-28;17:19:00;SEM VÍTIMA;FINALIZADA;ENCRUZILHADA;AV NORTE;;;EM FRENTE A JACAÚNA;AV NORTE;;EM FRENTE A JACAÚNA;ENCRUZILHADA;;;COLISÃO;SEM VITIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-28;18:15:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA BOM GOSTO;135;;ENF A DIRCON;RUA BOM GOSTO;135;ENF A DIRCON;AFOGADOS;;;COLISÃO;SANDERO BRANCO X MOTO;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-08-28;18:23:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA SANTOS ARAUJO;;;PROX. A SEMAFÓRO 333;RUA SANTOS ARAUJO;;PROX. A SEMAFÓRO 333;AFOGADOS;;;COLISÃO;COLISÃO SEM VITIMA;1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-08-28;18:33:00;SEM VÍTIMA;FINALIZADA;IPSEP;RUA SAO NICOLAU;426;;NO RETORNO QUE VAI PARA O IBURA // POR TRAS DA HONDA DA AV RECIFE;RUA SAO NICOLAU;426;NO RETORNO QUE VAI PARA O IBURA // POR TRAS DA HONDA DA AV RECIFE;IPSEP;;;COLISÃO;ONIBUS X I 30;1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-08-28;20:37:00;SEM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;S/N;;ANTES DO MARTELINHO DE OURO APOPIS A RUA JEAN EMILE FAVRE NO MURO DO AEROPORTO SENTIDO BOA VIAGEM;AV RECIFE;S/N;ANTES DO MARTELINHO DE OURO APOPIS A RUA JEAN EMILE FAVRE NO MURO DO AEROPORTO SENTIDO BOA VIAGEM;IPSEP;;;COLISÃO;HONDA CIVIC X GOL;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-29;06:46:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;AV SUL;;;SENTIDO SUBURBIO CIDADE EM FRENTE A IGREJA GRANDE ORIENTE DO ESTADO PERNAMBUCO;AV SUL;;SENTIDO SUBURBIO CIDADE EM FRENTE A IGREJA GRANDE ORIENTE DO ESTADO PERNAMBUCO;AFOGADOS;;;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-29;07:59:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;392;;EM FRENTE A EXATA / SENT SUB;AV MARECHAL MASCARENHAS DE MORAES;392;EM FRENTE A EXATA / SENT SUB;IMBIRIBEIRA;;;COLISÃO;MOTO E AUTO;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-08-29;08:07:00;SEM VÍTIMA;CANCELADA;CORDEIRO;RUA GOMES TABORDA;1144;;EM FRENTE AO LOJÃO DA CONSTRUÇÃO;RUA GOMES TABORDA;1144;EM FRENTE AO LOJÃO DA CONSTRUÇÃO;CORDEIRO;;;COLISÃO;COLISÃO SEM VITIMAS;1;;1;;;;;;;0;;;;;;;;;;;;;;
2018-08-29;09:22:00;SEM VÍTIMA;CANCELADA;CAMPO GRANDE;EST DE BELEM;1858;;EM FRENTE AO POSTO DE GASOLINA TOTAL E A IGREJA BATISTA;EST DE BELEM;1858;EM FRENTE AO POSTO DE GASOLINA TOTAL E A IGREJA BATISTA;CAMPO GRANDE;;;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-29;09:40:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA ERNESTO DE PAULA SANTOS;187;AV CONS AGUIAR;COM A CONSELHEIRO AGUIAR;RUA ERNESTO DE PAULA SANTOS;187;COM A CONSELHEIRO AGUIAR;BOA VIAGEM;;;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-29;10:02:00;SEM VÍTIMA;FINALIZADA;CASA AMARELA;AV NORTE;;;E/F AO COLÉGIO CLOTILDE DE OLIVEIRA, SENTIDO TI MACAXEIRA.;AV NORTE;;E/F AO COLÉGIO CLOTILDE DE OLIVEIRA, SENTIDO TI MACAXEIRA.;CASA AMARELA;;;COLISÃO;SEM VÍTIMAS;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-08-29;10:33:00;SEM VÍTIMA;FINALIZADA;PARNAMIRIM;RUA VIRGINIA LORETO;187;;EM FRENTE AO LAVA-JATO CAR BOX;RUA VIRGINIA LORETO;187;EM FRENTE AO LAVA-JATO CAR BOX;PARNAMIRIM;;;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-29;10:38:00;SEM VÍTIMA;FINALIZADA;MANGABEIRA;RUA DA MANGABEIRA;55;;RESIDENCIA EM FRENTE A PIZZARIA CLONES PIZZA;RUA DA MANGABEIRA;55;RESIDENCIA EM FRENTE A PIZZARIA CLONES PIZZA;MANGABEIRA;;;COLISÃO;COLISÃO SEM VITIMAS;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-08-29;11:00:00;SEM VÍTIMA;FINALIZADA;CAMPO GRANDE;EST DE BELEM;836;;EM FRENTE AO POSTO DE GASOLINA TOTAL;EST DE BELEM;836;EM FRENTE AO POSTO DE GASOLINA TOTAL;CAMPO GRANDE;;;COLISÃO;MOTO E AUTO;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-08-29;11:46:00;SEM VÍTIMA;FINALIZADA;PINA;AV ANTONIO DE GOES;195;;SENTIDO, CIDADE E/F A MICHELINE PNEUS;AV ANTONIO DE GOES;195;SENTIDO, CIDADE E/F A MICHELINE PNEUS;PINA;;;COLISÃO;SEM VÍTIMAS. GM NO LOCAL(PONTO FIXO);2;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-29;12:05:00;SEM VÍTIMA;FINALIZADA;SÃO JOSÉ;RUA DO FORTE;;;E/F AO MUSEU DO FORTE DAS CINCO PONTAS AO LADO DO VIADUTO;RUA DO FORTE;;E/F AO MUSEU DO FORTE DAS CINCO PONTAS AO LADO DO VIADUTO;SÃO JOSÉ;;;COLISÃO;COLISAO ENTRE CAMINHAO E AUTO S/V;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-08-29;12:15:00;SEM VÍTIMA;FINALIZADA;DERBY;RUA JOAQUIM NABUCO;;;AO LADO DA RESTAURAÇÃO;RUA JOAQUIM NABUCO;;AO LADO DA RESTAURAÇÃO;DERBY;;;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-29;14:34:00;SEM VÍTIMA;FINALIZADA;SAN MARTIN;RUA DR TELESPHORO FRAGOSO;849;;PROXIMO A IGREJA CATOLICA NOSSA SENHORA DE FATIMA;RUA DR TELESPHORO FRAGOSO;849;PROXIMO A IGREJA CATOLICA NOSSA SENHORA DE FATIMA;SAN MARTIN;;;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;;;;1;0;;;;;;;;;;;;;;
2018-08-29;14:41:00;SEM VÍTIMA;FINALIZADA;PINA;AVENIDA CELSO FURTADO (VIA MANGUE);;;PROX. AO AEROCLUB, SENTIDO RIO MAR;AVENIDA CELSO FURTADO (VIA MANGUE);;PROX. AO AEROCLUB, SENTIDO RIO MAR;PINA;;;COLISÃO;AUTO E MOTO;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-08-29;15:08:00;SEM VÍTIMA;FINALIZADA;NOVA DESCOBERTA;SUB DO MERERE;153;;NA DESCIDA DA LADEIRA;SUB DO MERERE;153;NA DESCIDA DA LADEIRA;NOVA DESCOBERTA;;;COLISÃO;COLISAO ENTRE VAN E AUTO S/V;1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-08-29;15:55:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;;;PROX AO RESTAURANTE ENTRE AMIGOS AO LADO DA DELICATESSEN;RUA VISCONDE DE JEQUITINHONHA;;PROX AO RESTAURANTE ENTRE AMIGOS AO LADO DA DELICATESSEN;BOA VIAGEM;;;COLISÃO;COLISAO ENTE DOIS AUTOS S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-08-29;19:04:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA SA E SOUZA;128;;DROGASIL, SENTIDO BARÃO DE SOUZA LEÃO;RUA SA E SOUZA;128;DROGASIL, SENTIDO BARÃO DE SOUZA LEÃO;BOA VIAGEM;;;COLISÃO;COLISÃO COM VITIMA;3;1;;;;;;;;1;;;;;;;;;;;;;;
